10,13255
20,13753
30,11076
40,10480
50,12280
60,11032
70,16567
80,12771
90,11887
100,12776
110,11071
120,12044
130,15812
140,13840
150,11693
160,12364
170,12977
180,12639
190,10863
200,13138
