10,13205
20,12212
30,12090
40,10803
50,16214
60,15268
70,12369
80,11090
90,14506
100,12987
110,16563
120,12043
130,13643
140,12269
150,12559
160,12368
170,11838
180,13495
190,13146
200,12306
