10,703687
20,1134227
30,1680743
40,1776326
50,2239657
60,2579168
70,3120624
80,3150321
90,3353103
100,4036295
110,4367825
120,4984452
130,5876493
140,6026200
150,6305349
160,6121551
170,6269847
180,6290008
190,7473526
200,8034021
