10,5626676
20,10593021
30,16590366
40,20666534
50,28144437
60,34610712
70,42895113
80,43805401
90,47401938
100,57749220
110,61090614
120,67809643
130,81661773
140,83706230
150,75369272
160,86318248
170,87796860
180,94308484
190,105009168
200,114995546
