10,13183
20,13799
30,10890
40,10475
50,14538
60,11691
70,12896
80,11147
90,12787
100,14745
110,10991
120,11248
130,14760
140,12987
150,12529
160,13340
170,11777
180,11329
190,10899
200,15779
