10,384824
20,518508
30,520622
40,521777
50,799000
60,672575
70,1472503
80,855389
90,709067
100,1079854
110,818269
120,884769
130,1805866
140,2080226
150,1410628
160,1271837
170,947715
180,1018039
190,1102697
200,1468661
