10,1028526
20,1776070
30,2521275
40,3522992
50,4402916
60,5792757
70,5501958
80,7332145
90,7913608
100,9185015
110,10379754
120,11192582
130,12409281
140,11739630
150,14587978
160,15956898
170,16497589
180,17527943
190,17756067
200,18187827
