10,519955
20,511076
30,565870
40,516507
50,524811
60,885584
70,526728
80,509722
90,548306
100,506140
110,508832
120,506030
130,512655
140,521261
150,516609
160,515171
170,508319
180,512299
190,511851
200,550622
