10,57321
20,54672
30,55002
40,52405
50,55186
60,53519
70,56019
80,53104
90,54591
100,53819
110,52579
120,52674
130,51118
140,54730
150,53002
160,55003
170,53867
180,54133
190,53067
200,50436
