10,14860
20,15256
30,11061
40,10840
50,14226
60,11027
70,15351
80,11448
90,12691
100,16277
110,11472
120,11681
130,14599
140,13307
150,12924
160,11515
170,13030
180,11676
190,11140
200,13115
