10,80933
20,83061
30,83725
40,86930
50,95402
60,99305
70,89127
80,84728
90,122217
100,86721
110,84254
120,92610
130,144761
140,99123
150,86284
160,87057
170,110368
180,84009
190,100688
200,138707
