10,79139
20,98684
30,76929
40,75932
50,105857
60,96970
70,81682
80,87256
90,84758
100,100988
110,75016
120,74498
130,96234
140,86964
150,80952
160,86285
170,143277
180,87949
190,97393
200,85580
