10,8866986
20,12488104
30,18252304
40,18781553
50,24447843
60,28238907
70,35229004
80,30952140
90,33416664
100,44453379
110,34868990
120,40589489
130,51692119
140,50463485
150,52805160
160,59935560
170,58082750
180,47313607
190,53023236
200,53655614
