10,103585
20,106309
30,103615
40,96521
50,112729
60,79326
70,132113
80,79897
90,98159
100,114638
110,112568
120,111689
130,88236
140,84530
150,118254
160,108561
170,123662
180,131935
190,110525
200,111924
