10,111722
20,111177
30,113492
40,111379
50,155528
60,121530
70,126815
80,160404
90,123969
100,114607
110,132864
120,119031
130,141090
140,121618
150,144964
160,135079
170,152580
180,184389
190,101373
200,95218
